UTC Time, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, HDOP, Lat, Lon, Alt (Elipsoide), Alt (AMSL), Speed, Course, Estimated Horizontal Positioning Error, Estimated Vertical Positioning Error, Estimated Horizontal Velocity Error, Clock Bias, Clock Bias Error, Clock Drift, Clock Drift Error, EXTENDED GPS Week, GPS TOW, SVs number, Clock Drift 7, Clock Bias 7, Estimated GPS Time, PRN, GPS Software Time, Azimuth, Elevation, State, X Position, Y Position, Z Position, X Velocity, Y Velocity, Z Velocity, Pseudorange, C/No 1, C/No 2,  C/No 3, C/No 4, C/No 5, C/No 6, C/No 7, C/No 8, C/No 9, C/No 10, Carrier Frequency, Carrier Phase, Delta Range Interval, Mean Delta Range Time, Clock Bias, Clock Drift, Ionospheric Delay, Filtered C/No Max, Filtered C/No Min, Filtered C/No Delta, Check
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,2,226056.01005354265,44.0,24.0,191,-3937318.9149580877,1.5368657156374715E7,2.1650336477411028E7,-2636.744041504015,-438.9460442301516,-215.6348122673341,2.638098893956674E7,46,46,46,46,46,46,46,46,46,45,18739.522,2.6380975880550615E7,500.0,0.0,5.710879951029706E-4,5.9537184E-12,0.0,46,46,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,5,226056.01005354265,87.0,31.0,191,1151296.4016578607,2.4419669350787926E7,1.0098412393081049E7,-731.6659180088285,-1115.1875875141122,2785.069141333635,2.5659580440792546E7,46,46,45,45,45,45,45,45,45,45,18083.016,2.5659564427728247E7,500.0,0.0,-2.3143592072630295E-4,3.1759873E-12,0.0,45,45,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,21,226056.01005354265,222.0,40.0,191,2.6357167893506546E7,4570486.615033726,267757.9041039419,-7.188047579033857,339.97773438231434,3092.2173073316876,2.5354019118499093E7,41,41,41,41,40,40,40,40,40,40,17782.418,2.5353994633392848E7,500.0,0.0,-4.5378877701045126E-4,-1.041065E-12,0.0,41,40,1,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,70,226056.01005354265,174.0,23.0,173,1.8106345066615686E7,1.53606682950077E7,-9247273.320554173,-986.5205817153552,-821.8450394152244,-3312.6123521342065,2.524093166293787E7,36,36,36,36,35,35,35,35,35,35,19017.316,2.524093166293787E7,500.0,0.0,1.7853877216111858E-4,3.6379788E-12,0.0,35,35,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,71,226056.01005354265,0.0,0.0,0,2494761.2651752937,1.0761198769422127E7,2.2998715117289558E7,-2750.2237010604176,1535.9074036721727,-412.882328823213,2.4158355849447843E7,0,0,0,0,0,0,0,0,0,0,18621.389,2.4158355849447843E7,500.0,0.0,2.3427674022968804E-5,1.8189894E-12,0.0,33,33,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,25,226056.01005354265,42.0,82.0,191,1.6256106248086879E7,1.3733916763013005E7,1.5897044240741918E7,539.2594182393179,1959.3019991964304,-2213.885981587566,2.3266872931486845E7,41,41,41,41,41,41,41,41,41,41,18172.156,2.3266844530576985E7,500.0,0.0,-3.799736585478688E-5,-4.0686894E-12,0.0,41,41,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,73,226056.01005354265,0.0,0.0,0,-1838844.6689780636,2.5112228183231886E7,4246646.727424856,165.07835394149814,-576.1568001943789,3509.1213266659056,2.585645234130498E7,0,0,0,0,0,0,0,0,0,0,17734.67,2.585645234130498E7,500.0,0.0,1.3713657244807104E-4,1.8189894E-12,0.0,44,43,-1,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,10,226056.01005354265,36.0,1.0,45,-1.2609667368011395E7,9821262.887562536,2.0766028884760693E7,-987.5170590911249,-2558.9408794186775,641.2994836676087,2.828843544996707E7,18,18,18,18,18,17,17,17,17,17,18584.162,2.828842574559138E7,500.0,0.0,-1.783512824871441E-4,-4.4686208E-12,0.0,18,17,-1,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,74,226056.01005354265,291.0,44.0,173,1.990394991845612E7,-2956652.087108245,1.5643592438337576E7,-1927.7526408950225,946.0488552507032,2640.3970486868875,2.366959499087957E7,40,40,40,40,40,40,39,39,39,39,18044.811,2.366959499087957E7,500.0,0.0,5.3635925723938244E-5,9.094947E-13,0.0,40,40,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,76,226056.01005354265,321.0,36.0,37,1.3434784714785218E7,-3725917.6963237305,2.1300319087825757E7,2571.861510703706,1406.7589220330474,-1381.23369606057,1.8221479609513912E7,21,21,21,21,21,21,21,21,21,21,17673.656,1.8221479609513912E7,0.0,0.0,0.0,0.0,0.0,21,21,0,End,
201569144720,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,426,323,3,3.01398745E8,0.0,1819931.0,0,1848.0,226056.0,8,95638.0,1.005358E7,2.26056E8,78,226056.01005354265,47.0,10.0,37,-9108942.381788183,1.4183055417120941E7,1.9146196409757446E7,48.509953150710196,-2620.2314475383605,1966.2003344223415,2.0608640847745765E7,24,24,24,24,24,24,24,23,23,23,18257.389,2.0608640847745765E7,0.0,0.0,0.0,0.0,0.0,24,24,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,2,226057.0101142098,44.0,24.0,191,-3939955.6607469823,1.5368218285165343E7,2.1650120619514037E7,-2636.7477540233704,-438.79641117763003,-216.08099971436948,2.639972982795433E7,46,46,46,46,46,46,46,46,46,45,18739.576,2.6399716597981937E7,500.0,0.0,5.710880010566885E-4,5.9537184E-12,0.0,46,46,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,5,226057.0101142098,87.0,31.0,191,1150564.6451069326,2.4418554018530104E7,1.0101197353313996E7,-731.8472523376263,-1115.477017381549,2784.851555890297,2.567766479687838E7,46,45,45,45,45,45,45,45,45,45,18083.162,2.567764869015959E7,500.0,0.0,-2.3143591755031586E-4,3.1759873E-12,0.0,45,45,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,21,226057.0101142098,222.0,40.0,191,2.6357160525882915E7,4570826.557846744,270850.1184666321,-7.547202032830937,339.90792891490645,3092.211674912401,2.537180261184585E7,41,41,41,41,41,40,40,40,40,40,17782.525,2.5371778241020557E7,500.0,0.0,-4.537887780515162E-4,-1.041065E-12,0.0,41,40,-1,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,70,226057.0101142098,174.0,23.0,173,1.810535831618765E7,1.5359846377771007E7,-9250585.821286658,-986.9803606847028,-821.9894917956394,-3312.3893880040723,2.5259954269691933E7,36,36,36,35,35,35,35,35,35,35,19017.861,2.5259954269691933E7,500.0,0.0,1.7853877579909722E-4,3.6379788E-12,0.0,35,35,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,71,226057.0101142098,0.0,0.0,0,2492011.130350465,1.0762734776801698E7,2.299830195904018E7,-2750.046174635121,1536.1074800892552,-413.43420423643425,2.417698014641409E7,0,0,0,0,0,0,0,0,0,0,18621.451,2.417698014641409E7,500.0,0.0,2.3427675841958127E-5,1.8189894E-12,0.0,33,33,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,25,226057.0101142098,42.0,82.0,191,1.625664552071193E7,1.3735875916067012E7,1.5894830185785683E7,539.2858699433685,1959.0042725605745,-2214.2241148541157,2.3285046255235575E7,41,41,41,41,41,41,41,41,41,40,18172.299,2.3285017936273426E7,500.0,0.0,-3.799736992347618E-5,-4.0686894E-12,0.0,41,41,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,73,226057.0101142098,0.0,0.0,0,-1838679.6155351426,2.5111651780576758E7,4250155.797692515,165.02853380948346,-576.6485572018261,3509.019500144364,2.587418780997401E7,0,0,0,0,0,0,0,0,0,0,17735.092,2.587418780997401E7,500.0,0.0,1.3713657426706036E-4,1.8189894E-12,0.0,43,43,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,74,226057.0101142098,291.0,44.0,173,1.9902022048291102E7,-2955705.870005328,1.564623264690752E7,-1927.9878428025715,946.3854357127351,2640.020310535709,2.3687652171605866E7,40,40,40,40,40,39,39,39,39,39,18045.188,2.3687652171605866E7,500.0,0.0,5.3635926633432905E-5,9.094947E-13,0.0,40,40,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,10,0.0,36.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,76,226057.0101142098,321.0,36.0,37,1.3437356553222965E7,-3724511.089694061,2.1298937596520294E7,2571.815587543443,1406.454459136534,-1381.7490345187252,1.8239154620958507E7,21,21,21,21,21,21,21,21,21,21,17672.992,1.8239154620958507E7,0.0,0.0,0.0,0.0,0.0,21,21,0,End,
201569144721,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,425,323,3,3.03218815E8,0.0,1819931.0,0,1848.0,226057.0,8,95638.0,1.0114291E7,2.26057E8,78,226057.0101142098,47.0,10.0,37,-9108893.97731544,1.4180435048787981E7,1.914816238064166E7,48.29899652675502,-2620.505445339958,1965.7416042810175,2.0626901942203365E7,24,24,24,24,24,24,24,23,23,23,18256.232,2.0626901942203365E7,0.0,0.0,0.0,0.0,0.0,24,24,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,2,226058.01017493807,44.0,24.0,191,-3942592.4103770214,1.5367779563566353E7,2.1649904315418515E7,-2636.75140271617,-438.64677002976066,-216.52718303867726,2.6418470671363927E7,46,46,46,46,46,46,46,46,46,45,18739.6,2.6418457337145366E7,500.0,0.0,5.710880070104069E-4,5.9537184E-12,0.0,46,46,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,5,226058.01017493807,87.0,31.0,191,1149832.707161782,2.441743839679655E7,1.0103982096101401E7,-732.028617341115,-1115.7664031508396,2784.633911135304,2.5695749277971983E7,45,45,45,45,45,45,45,45,45,44,18083.258,2.5695733047495432E7,500.0,0.0,-2.3143591437432855E-4,3.1759873E-12,0.0,45,45,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,21,226058.01017493807,222.0,40.0,191,2.6357152799099226E7,4571166.430898444,273942.32735228626,-7.906366791521572,339.83817035438506,3092.2059767195556,2.5389586189358525E7,41,41,41,41,40,40,40,40,40,40,17782.66,2.5389561982057184E7,500.0,0.0,-4.5378877909258125E-4,-1.041065E-12,0.0,41,40,1,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,70,226058.01017493807,174.0,23.0,173,1.8104371105917968E7,1.5359024316071982E7,-9253898.099221477,-987.4401448273991,-822.1338639890407,-3312.166353448665,2.527897325713799E7,36,36,35,35,35,35,35,35,35,35,19017.461,2.527897325713799E7,500.0,0.0,1.7853877943707608E-4,3.6379788E-12,0.0,35,35,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,71,226058.01017493807,0.0,0.0,0,2489261.172921105,1.0764270984325955E7,2.2997888248894654E7,-2749.868575244888,1536.3075059931602,-413.9860707838836,2.4195612147192515E7,0,0,0,0,0,0,0,0,0,0,18621.102,2.4195612147192515E7,500.0,0.0,2.3427677660947564E-5,1.8189894E-12,0.0,33,33,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,25,226058.01017493807,42.0,82.0,191,1.6257184819795636E7,1.3737834771495817E7,1.5892615792584745E7,539.3122698819079,1958.7065102364272,-2214.5622013766206,2.3303219546870165E7,41,41,41,41,41,41,41,40,40,40,18172.328,2.330319136987629E7,500.0,0.0,-3.799737399216574E-5,-4.0686894E-12,0.0,41,41,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,73,226058.01017493807,0.0,0.0,0,-1838514.6119394673,2.5111074886137832E7,4253664.766309987,164.97863935310374,-577.1402976007922,3508.917598999421,2.589192581879861E7,0,0,0,0,0,0,0,0,0,0,17735.182,2.589192581879861E7,500.0,0.0,1.371365760860498E-4,1.8189894E-12,0.0,43,43,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,74,226058.01017493807,291.0,44.0,173,1.9900093942846734E7,-2954759.316254799,1.5648872478872009E7,-1928.2229648204777,946.7220352414068,2639.6435162805956,2.3705688426554177E7,40,40,40,40,40,39,39,39,39,39,18045.164,2.3705688426554177E7,500.0,0.0,5.363592754292762E-5,9.094947E-13,0.0,40,40,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,10,0.0,36.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,76,226058.01017493807,321.0,36.0,37,1.3439928345894136E7,-3723104.787441661,2.1297555589792237E7,2571.7696643803843,1406.1499962214834,-1382.2643730082568,1.825684061731517E7,21,21,21,21,21,21,21,21,22,39,17670.633,1.825684061731517E7,0.0,0.0,0.0,0.0,0.0,39,21,18,End,
201569144722,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,2.0,15882.0,371,311,39,3.05038945E8,0.0,1819931.0,0,1848.0,226058.0,8,95638.0,1.0175004E7,2.26058E8,78,226058.01017493807,47.0,10.0,37,-9108845.783796385,1.4177814406297661E7,1.915012789291541E7,48.0880398899557,-2620.7794431582374,1965.2828741117637,2.0645170453003507E7,24,24,24,24,24,24,24,24,24,38,18256.981,2.0645170453003507E7,0.0,0.0,0.0,0.0,0.0,38,24,14,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,2,226059.01023566633,44.0,24.0,191,-3945229.163618085,1.5367340991613515E7,2.1649687565142207E7,-2636.7549875821787,-438.4971207959803,-216.97336221211717,2.6437211975237537E7,46,46,46,46,45,45,45,45,45,45,18739.846,2.6437198323077455E7,500.0,0.0,5.710880129641251E-4,5.9537184E-12,0.0,46,45,-1,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,5,226059.01023566633,87.0,31.0,191,1149100.5878378912,2.4416322485701717E7,1.0106766621208323E7,-732.2100130078592,-1116.055744803729,2784.4162070823777,2.5713834238063138E7,45,45,45,45,45,45,44,44,44,44,18083.586,2.571381773275519E7,500.0,0.0,-2.3143591119834122E-4,3.1759873E-12,0.0,45,44,-1,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,70,226059.01023566633,174.0,23.0,173,1.810338343586372E7,1.5358202110042652E7,-9257210.154079303,-987.8999341144469,-822.2781559863156,-3311.9432484820454,2.529798078671988E7,35,35,36,40,40,40,40,40,40,40,19018.076,2.529798078671988E7,500.0,0.0,1.7853878307505497E-4,3.6379788E-12,0.0,40,35,5,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,71,226059.01023566633,0.0,0.0,0,2486511.393133617,1.0765807391847502E7,2.2997473986887928E7,-2749.690902900912,1536.5074813712674,-414.5379284307551,2.4214235488378808E7,0,0,0,0,0,0,0,0,0,0,18621.586,2.4214235488378808E7,500.0,0.0,2.3427679479936995E-5,1.8189894E-12,0.0,33,33,0,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,73,226059.01023566633,0.0,0.0,0,-1838349.6582757698,2.5110497499968074E7,4257173.632981347,164.92867057549927,-577.6320213602629,3508.8156232374977,2.5909643065941904E7,0,0,0,0,0,0,0,0,0,0,17735.432,2.5909643065941904E7,500.0,0.0,1.3713657790503922E-4,1.8189894E-12,0.0,44,43,1,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,74,226059.01023566633,291.0,44.0,173,1.989816560232451E7,-2953812.425897279,1.565151193400843E7,-1928.4580069339058,947.0586538154913,2639.2666659453057,2.3723722411203206E7,40,49,49,49,49,49,49,49,49,49,18045.473,2.3723722411203206E7,500.0,0.0,5.363592845242234E-5,9.094947E-13,0.0,49,40,9,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,10,0.0,36.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,76,226059.01023566633,321.0,36.0,37,1.344250009263653E7,-3721698.78965525,2.1296173067728702E7,2571.7237412174254,1405.8455333070974,-1382.7797114966636,1.827452660494672E7,39,40,40,36,36,36,36,36,37,37,17671.205,1.827452660494672E7,0.0,0.0,0.0,0.0,0.0,40,36,-2,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,77,226059.01023566633,218.0,64.0,37,2.265611530435937E7,9528683.788829545,7017240.013933186,946.9834026503107,280.58038107643284,-3429.7956369675007,2.272525477008835E7,0,39,39,39,40,40,40,40,40,40,18533.115,2.272525477008835E7,0.0,0.0,0.0,0.0,0.0,40,0,40,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,78,226059.01023566633,47.0,10.0,37,-9108797.801234074,1.4175193489815244E7,1.915209294645469E7,47.87708325361685,-2621.0534409759193,1964.824143943511,2.0663417918841053E7,38,37,37,37,37,37,37,37,37,37,18257.643,2.0663417918841053E7,0.0,0.0,0.0,0.0,0.0,38,37,-1,End,
201569144723,4419087.0,3118436.0,3370492.0,0.0,0.0,0.0,1.0,32.1030034,35.2096306,714.34,69750.0,0.0,15882.0,352,295,4,3.06858985E8,0.0,1819931.0,0,1848.0,226059.0,8,95638.0,1.0235714E7,2.26059E8,82,226059.01023566633,146.0,3.0,37,6331340.4049297385,2.0962841274476923E7,-1.3062848366665138E7,139.0344570221904,1794.6675339543804,2935.3611641759653,1.8396502381001532E7,0,0,0,0,0,0,0,35,35,35,17544.6,1.8396502381001532E7,0.0,0.0,0.0,0.0,0.0,35,0,35,End,
